user_id,age,gender,location,income_level,education_level,number_of_children,child_age,investment_amount,investment_frequency,investment_options,app_sessions,app_usage_duration,features_used,goals_created,investment_decision,interactions_with_experts,topics_discussed,feedback_rating
166314,58,Female,"Kolkata, India",Medium,Undergraduate,0,0,9321,4,"['Digital Gold', 'US ETFs', 'Digital Gold']",23,58,"['Expert Advice', 'Goal Setting']",0,0,2,"['Investment Options', 'Financial Planning']",5
971603,60,Male,"Bangalore, India",Medium,High School,2,6,19062,2,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",22,31,"['Investment Tracking', 'Goal Setting']",0,0,9,"['Investment Options', 'Risk Tolerance']",3
450751,33,Female,"Chennai, India",High,Undergraduate,1,13,19763,3,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",30,38,"['Investment Tracking', 'Investment Tracking']",1,1,10,"['Risk Tolerance', 'Risk Tolerance']",4
176900,25,Female,"Nagpur, India",Medium,Undergraduate,3,18,10298,2,"['Digital Gold', 'US ETFs', 'Mutual Funds']",9,11,"['Goal Setting', 'Expert Advice']",0,0,3,"['Risk Tolerance', 'Risk Tolerance']",3
356243,22,Male,"Hyderabad, India",High,Undergraduate,3,9,16258,7,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",8,38,"['Investment Tracking', 'Investment Tracking']",1,0,4,"['Investment Options', 'Risk Tolerance']",3
382295,25,Female,"Nagpur, India",Low,Undergraduate,4,1,23329,8,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",29,19,"['Goal Setting', 'Investment Tracking']",0,0,1,"['Investment Options', 'Risk Tolerance']",3
422623,26,Male,"Chennai, India",Low,High School,1,15,29445,6,"['Mutual Funds', 'Digital Gold', 'US ETFs']",3,12,"['Expert Advice', 'Goal Setting']",0,0,0,"['Financial Planning', 'Risk Tolerance']",4
520155,51,Male,"Chennai, India",Medium,Undergraduate,0,0,11892,7,"['US ETFs', 'Mutual Funds', 'Digital Gold']",1,36,"['Investment Tracking', 'Expert Advice']",0,0,3,"['Financial Planning', 'Risk Tolerance']",5
125451,54,Male,"Surat, India",Low,Graduate,0,0,10119,5,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",19,33,"['Investment Tracking', 'Expert Advice']",0,0,1,"['Investment Options', 'Risk Tolerance']",5
762661,35,Female,"Ghaziabad, India",Medium,Undergraduate,4,0,17195,9,"['US ETFs', 'Mutual Funds', 'US ETFs']",7,20,"['Investment Tracking', 'Goal Setting']",0,1,7,"['Risk Tolerance', 'Financial Planning']",5
926428,23,Male,"Bhopal, India",Low,Graduate,0,0,1508,4,"['Mutual Funds', 'Digital Gold', 'Digital Gold']",20,34,"['Goal Setting', 'Investment Tracking']",0,1,4,"['Investment Options', 'Risk Tolerance']",5
389402,25,Male,"Hyderabad, India",High,Undergraduate,3,1,47840,9,"['Digital Gold', 'US ETFs', 'Mutual Funds']",10,15,"['Goal Setting', 'Goal Setting']",1,1,10,"['Financial Planning', 'Risk Tolerance']",5
73752,43,Female,"Thane, India",Low,Graduate,4,4,3771,4,"['Digital Gold', 'Mutual Funds', 'Digital Gold']",5,19,"['Goal Setting', 'Expert Advice']",0,1,5,"['Investment Options', 'Risk Tolerance']",5
200825,46,Male,"Ahmedabad, India",Low,Graduate,4,17,48258,3,"['US ETFs', 'Mutual Funds', 'US ETFs']",11,35,"['Expert Advice', 'Investment Tracking']",0,0,2,"['Investment Options', 'Risk Tolerance']",4
6285,52,Female,"Patna, India",Medium,High School,5,1,49389,4,"['US ETFs', 'Mutual Funds', 'Digital Gold']",20,32,"['Investment Tracking', 'Goal Setting']",0,1,4,"['Financial Planning', 'Financial Planning']",5
770137,53,Male,"Bangalore, India",High,Graduate,3,12,5752,6,"['US ETFs', 'Mutual Funds', 'Digital Gold']",14,46,"['Investment Tracking', 'Goal Setting']",0,0,5,"['Investment Options', 'Investment Options']",4
888933,40,Male,"Pune, India",High,Undergraduate,2,18,16911,2,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",28,6,"['Goal Setting', 'Goal Setting']",0,0,9,"['Investment Options', 'Risk Tolerance']",5
676249,44,Female,"Mumbai, India",Medium,Undergraduate,2,14,5236,7,"['US ETFs', 'US ETFs', 'Mutual Funds']",21,18,"['Goal Setting', 'Goal Setting']",0,1,0,"['Risk Tolerance', 'Financial Planning']",4
482276,60,Male,"Kanpur, India",Medium,Graduate,1,7,46646,2,"['Digital Gold', 'US ETFs', 'Mutual Funds']",3,60,"['Goal Setting', 'Investment Tracking']",0,0,6,"['Financial Planning', 'Financial Planning']",3
253156,31,Male,"Patna, India",Medium,High School,3,18,43930,1,"['Digital Gold', 'US ETFs', 'US ETFs']",27,59,"['Investment Tracking', 'Investment Tracking']",0,0,6,"['Risk Tolerance', 'Investment Options']",3
701163,37,Male,"Ahmedabad, India",Low,Undergraduate,3,11,23425,9,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",24,38,"['Goal Setting', 'Goal Setting']",0,0,10,"['Investment Options', 'Investment Options']",5
762377,23,Female,"Lucknow, India",Medium,Undergraduate,3,11,47559,2,"['Digital Gold', 'Mutual Funds', 'Digital Gold']",17,26,"['Expert Advice', 'Goal Setting']",0,0,3,"['Investment Options', 'Investment Options']",4
952194,39,Male,"Vadodara, India",Medium,Undergraduate,4,0,13401,10,"['US ETFs', 'US ETFs', 'Mutual Funds']",11,22,"['Investment Tracking', 'Investment Tracking']",0,0,10,"['Risk Tolerance', 'Risk Tolerance']",4
605971,25,Male,"Kolkata, India",High,Undergraduate,0,0,37037,8,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",16,13,"['Goal Setting', 'Expert Advice']",1,1,6,"['Risk Tolerance', 'Financial Planning']",5
219415,26,Female,"Jaipur, India",Low,Graduate,4,15,41662,3,"['US ETFs', 'Mutual Funds', 'Digital Gold']",19,19,"['Expert Advice', 'Goal Setting']",0,1,6,"['Risk Tolerance', 'Financial Planning']",3
863998,51,Male,"Hyderabad, India",High,Graduate,0,0,39102,3,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",12,56,"['Goal Setting', 'Goal Setting']",0,1,1,"['Risk Tolerance', 'Risk Tolerance']",5
368131,20,Female,"Jaipur, India",High,Undergraduate,0,0,46505,8,"['Digital Gold', 'Digital Gold', 'US ETFs']",17,35,"['Investment Tracking', 'Expert Advice']",1,1,1,"['Financial Planning', 'Investment Options']",5
128275,37,Female,"Thane, India",High,High School,1,1,28925,3,"['US ETFs', 'Digital Gold', 'Digital Gold']",4,23,"['Investment Tracking', 'Expert Advice']",0,0,10,"['Financial Planning', 'Risk Tolerance']",5
751506,28,Female,"Bhopal, India",Medium,Undergraduate,4,1,2339,7,"['Mutual Funds', 'US ETFs', 'Digital Gold']",1,57,"['Goal Setting', 'Expert Advice']",0,0,2,"['Investment Options', 'Investment Options']",5
342785,38,Male,"Chennai, India",High,High School,4,14,12994,3,"['Mutual Funds', 'US ETFs', 'US ETFs']",12,12,"['Investment Tracking', 'Expert Advice']",0,0,1,"['Financial Planning', 'Financial Planning']",4
726773,38,Male,"Thane, India",High,High School,1,10,38885,7,"['US ETFs', 'Digital Gold', 'Mutual Funds']",30,18,"['Investment Tracking', 'Investment Tracking']",0,0,0,"['Investment Options', 'Risk Tolerance']",4
600759,27,Male,"Bangalore, India",High,Graduate,5,1,34862,7,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",20,2,"['Expert Advice', 'Expert Advice']",1,1,10,"['Financial Planning', 'Financial Planning']",4
441104,36,Male,"Pune, India",Medium,High School,2,1,8451,7,"['US ETFs', 'Digital Gold', 'US ETFs']",26,30,"['Investment Tracking', 'Expert Advice']",0,0,5,"['Financial Planning', 'Financial Planning']",5
221867,60,Male,"Pune, India",High,Graduate,2,8,30473,4,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",30,11,"['Expert Advice', 'Goal Setting']",0,1,10,"['Risk Tolerance', 'Investment Options']",4
257336,32,Male,"Patna, India",Low,High School,2,13,15380,3,"['Digital Gold', 'US ETFs', 'US ETFs']",10,30,"['Investment Tracking', 'Goal Setting']",0,1,5,"['Financial Planning', 'Investment Options']",3
705170,40,Male,"Jaipur, India",High,Graduate,3,12,2634,2,"['US ETFs', 'US ETFs', 'Digital Gold']",8,42,"['Investment Tracking', 'Goal Setting']",0,0,2,"['Risk Tolerance', 'Risk Tolerance']",4
615237,59,Male,"Hyderabad, India",High,Undergraduate,5,1,5651,8,"['Digital Gold', 'Mutual Funds', 'Digital Gold']",3,38,"['Investment Tracking', 'Investment Tracking']",0,0,4,"['Financial Planning', 'Investment Options']",4
228285,38,Male,"Lucknow, India",Medium,Undergraduate,1,2,26470,4,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",26,53,"['Investment Tracking', 'Goal Setting']",0,0,0,"['Investment Options', 'Risk Tolerance']",5
483662,23,Female,"Thane, India",High,Graduate,4,3,16408,7,"['Digital Gold', 'US ETFs', 'Digital Gold']",27,21,"['Investment Tracking', 'Goal Setting']",1,1,10,"['Investment Options', 'Financial Planning']",5
362833,40,Male,"Chennai, India",Low,Undergraduate,2,10,7418,8,"['Digital Gold', 'US ETFs', 'Mutual Funds']",16,56,"['Expert Advice', 'Expert Advice']",0,0,3,"['Financial Planning', 'Risk Tolerance']",4
402810,55,Male,"Vadodara, India",Medium,Undergraduate,3,4,15074,1,"['Mutual Funds', 'US ETFs', 'Digital Gold']",21,28,"['Investment Tracking', 'Investment Tracking']",0,1,4,"['Financial Planning', 'Financial Planning']",4
38058,37,Female,"Hyderabad, India",Low,Graduate,2,5,17322,5,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",19,43,"['Investment Tracking', 'Investment Tracking']",0,0,2,"['Financial Planning', 'Risk Tolerance']",4
200239,53,Female,"Pune, India",Low,High School,4,8,2699,8,"['US ETFs', 'US ETFs', 'Mutual Funds']",28,30,"['Investment Tracking', 'Expert Advice']",0,0,2,"['Financial Planning', 'Risk Tolerance']",5
412979,39,Male,"Thane, India",Medium,High School,4,4,33477,6,"['Digital Gold', 'Digital Gold', 'US ETFs']",29,22,"['Goal Setting', 'Expert Advice']",0,1,3,"['Financial Planning', 'Investment Options']",3
94837,45,Female,"Nagpur, India",Medium,Graduate,5,10,44054,4,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",26,15,"['Goal Setting', 'Expert Advice']",0,0,7,"['Risk Tolerance', 'Investment Options']",3
693706,39,Male,"Surat, India",Low,Undergraduate,1,7,10843,8,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",25,21,"['Expert Advice', 'Goal Setting']",0,1,5,"['Risk Tolerance', 'Risk Tolerance']",3
199323,43,Male,"Surat, India",Medium,High School,5,13,28947,8,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",25,42,"['Expert Advice', 'Expert Advice']",0,0,10,"['Investment Options', 'Risk Tolerance']",4
313462,33,Male,"Bhopal, India",High,Undergraduate,2,6,45990,9,"['US ETFs', 'Digital Gold', 'Digital Gold']",27,33,"['Goal Setting', 'Expert Advice']",1,0,9,"['Financial Planning', 'Investment Options']",3
251348,27,Female,"Pune, India",Low,Undergraduate,5,11,2027,10,"['Digital Gold', 'Mutual Funds', 'US ETFs']",13,33,"['Goal Setting', 'Investment Tracking']",0,0,9,"['Investment Options', 'Financial Planning']",5
207359,57,Female,"Lucknow, India",Low,Undergraduate,5,8,10393,1,"['Digital Gold', 'US ETFs', 'Digital Gold']",19,4,"['Goal Setting', 'Expert Advice']",0,0,7,"['Investment Options', 'Risk Tolerance']",5
789390,26,Male,"Visakhapatnam, India",Medium,Graduate,1,6,18365,8,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",11,55,"['Goal Setting', 'Expert Advice']",0,0,4,"['Risk Tolerance', 'Investment Options']",3
433961,36,Female,"Kanpur, India",Medium,Undergraduate,0,0,18633,7,"['US ETFs', 'US ETFs', 'US ETFs']",27,2,"['Goal Setting', 'Investment Tracking']",0,0,7,"['Investment Options', 'Investment Options']",4
183608,47,Male,"Patna, India",Low,Graduate,0,0,14139,7,"['Digital Gold', 'Digital Gold', 'US ETFs']",6,26,"['Expert Advice', 'Expert Advice']",0,0,2,"['Risk Tolerance', 'Risk Tolerance']",4
400034,33,Female,"Ahmedabad, India",Low,High School,1,10,11188,4,"['Digital Gold', 'US ETFs', 'Digital Gold']",29,18,"['Investment Tracking', 'Goal Setting']",0,0,5,"['Risk Tolerance', 'Investment Options']",5
14798,39,Male,"Surat, India",High,Graduate,5,5,2705,1,"['US ETFs', 'US ETFs', 'US ETFs']",30,10,"['Expert Advice', 'Expert Advice']",1,1,8,"['Investment Options', 'Investment Options']",4
682481,57,Female,"Kolkata, India",Low,Undergraduate,2,14,45644,4,"['Mutual Funds', 'US ETFs', 'US ETFs']",1,38,"['Investment Tracking', 'Goal Setting']",0,0,9,"['Investment Options', 'Financial Planning']",5
125568,21,Male,"Thane, India",Medium,Undergraduate,1,16,43241,1,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",12,35,"['Goal Setting', 'Expert Advice']",0,0,6,"['Financial Planning', 'Risk Tolerance']",4
880908,25,Male,"Vadodara, India",Medium,High School,2,16,7472,5,"['Digital Gold', 'US ETFs', 'Digital Gold']",17,11,"['Investment Tracking', 'Goal Setting']",0,0,4,"['Risk Tolerance', 'Investment Options']",4
537565,24,Female,"Jaipur, India",Medium,Undergraduate,0,0,23251,9,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",11,26,"['Investment Tracking', 'Expert Advice']",0,0,7,"['Financial Planning', 'Risk Tolerance']",5
591137,30,Male,"Lucknow, India",Low,Undergraduate,2,2,3000,3,"['Digital Gold', 'Mutual Funds', 'US ETFs']",28,3,"['Investment Tracking', 'Investment Tracking']",0,0,7,"['Financial Planning', 'Financial Planning']",3
992937,60,Male,"Chennai, India",High,Undergraduate,0,0,37738,5,"['US ETFs', 'Digital Gold', 'US ETFs']",15,21,"['Expert Advice', 'Expert Advice']",0,0,6,"['Investment Options', 'Risk Tolerance']",3
189894,28,Male,"Kanpur, India",Medium,Undergraduate,4,7,16806,8,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",5,58,"['Expert Advice', 'Investment Tracking']",0,0,10,"['Financial Planning', 'Investment Options']",4
884389,54,Female,"Ahmedabad, India",Medium,Graduate,2,11,21296,9,"['Mutual Funds', 'US ETFs', 'US ETFs']",30,20,"['Goal Setting', 'Investment Tracking']",0,0,0,"['Financial Planning', 'Investment Options']",3
857766,32,Female,"Bhopal, India",Medium,High School,4,7,35767,6,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",12,40,"['Investment Tracking', 'Expert Advice']",0,0,5,"['Investment Options', 'Investment Options']",5
20456,51,Male,"Delhi, India",High,Graduate,2,15,21967,9,"['Digital Gold', 'US ETFs', 'Mutual Funds']",17,26,"['Expert Advice', 'Goal Setting']",0,1,4,"['Investment Options', 'Risk Tolerance']",4
868459,41,Male,"Bhopal, India",High,High School,5,12,42458,4,"['Mutual Funds', 'Digital Gold', 'Mutual Funds']",12,31,"['Expert Advice', 'Goal Setting']",0,1,9,"['Investment Options', 'Financial Planning']",5
508751,52,Female,"Patna, India",Low,Graduate,4,13,18400,5,"['US ETFs', 'US ETFs', 'Digital Gold']",8,28,"['Expert Advice', 'Goal Setting']",0,0,6,"['Investment Options', 'Financial Planning']",5
927479,25,Female,"Thane, India",Medium,Graduate,0,0,22350,6,"['US ETFs', 'Digital Gold', 'US ETFs']",5,21,"['Investment Tracking', 'Expert Advice']",0,0,10,"['Risk Tolerance', 'Investment Options']",3
214004,38,Male,"Surat, India",Medium,Undergraduate,4,1,25459,10,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",29,60,"['Investment Tracking', 'Investment Tracking']",0,0,5,"['Risk Tolerance', 'Risk Tolerance']",3
615057,59,Female,"Bangalore, India",Low,Graduate,5,4,19963,1,"['Digital Gold', 'Mutual Funds', 'US ETFs']",26,33,"['Goal Setting', 'Goal Setting']",0,0,2,"['Investment Options', 'Risk Tolerance']",3
738340,35,Female,"Ghaziabad, India",Low,Graduate,5,17,21809,8,"['Mutual Funds', 'US ETFs', 'Digital Gold']",15,2,"['Goal Setting', 'Expert Advice']",0,0,6,"['Investment Options', 'Risk Tolerance']",3
582348,29,Male,"Visakhapatnam, India",Medium,Graduate,3,16,36546,6,"['Mutual Funds', 'US ETFs', 'US ETFs']",24,32,"['Investment Tracking', 'Expert Advice']",0,0,10,"['Risk Tolerance', 'Risk Tolerance']",5
601781,47,Male,"Indore, India",High,High School,0,0,17472,9,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",16,45,"['Investment Tracking', 'Expert Advice']",0,0,5,"['Risk Tolerance', 'Investment Options']",4
474929,52,Female,"Pune, India",High,High School,5,10,22062,2,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",23,60,"['Expert Advice', 'Expert Advice']",0,0,10,"['Investment Options', 'Financial Planning']",4
138686,48,Male,"Visakhapatnam, India",Low,Undergraduate,1,17,13952,10,"['US ETFs', 'Digital Gold', 'Mutual Funds']",25,29,"['Investment Tracking', 'Investment Tracking']",0,0,2,"['Investment Options', 'Financial Planning']",4
171719,45,Female,"Ghaziabad, India",Low,Undergraduate,4,3,14852,1,"['US ETFs', 'US ETFs', 'Mutual Funds']",29,24,"['Expert Advice', 'Expert Advice']",0,0,3,"['Investment Options', 'Risk Tolerance']",3
522105,21,Male,"Vadodara, India",Low,Undergraduate,2,11,38919,6,"['US ETFs', 'Digital Gold', 'Mutual Funds']",2,56,"['Expert Advice', 'Expert Advice']",0,0,8,"['Risk Tolerance', 'Financial Planning']",3
709001,57,Male,"Nagpur, India",High,High School,2,5,3323,8,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",29,44,"['Goal Setting', 'Goal Setting']",0,0,1,"['Risk Tolerance', 'Financial Planning']",3
349987,53,Female,"Indore, India",High,High School,3,18,16567,6,"['Digital Gold', 'Digital Gold', 'Digital Gold']",11,49,"['Investment Tracking', 'Goal Setting']",0,0,7,"['Financial Planning', 'Financial Planning']",5
972774,55,Male,"Ahmedabad, India",High,High School,5,13,6055,10,"['Digital Gold', 'Digital Gold', 'Digital Gold']",9,15,"['Investment Tracking', 'Investment Tracking']",0,0,6,"['Financial Planning', 'Financial Planning']",4
102719,60,Female,"Bangalore, India",Medium,Graduate,3,10,5752,5,"['Digital Gold', 'Digital Gold', 'US ETFs']",27,20,"['Investment Tracking', 'Goal Setting']",0,0,7,"['Investment Options', 'Risk Tolerance']",4
338156,45,Female,"Delhi, India",High,Undergraduate,5,13,18205,1,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",27,32,"['Goal Setting', 'Goal Setting']",0,0,9,"['Risk Tolerance', 'Risk Tolerance']",5
163638,35,Male,"Patna, India",Low,Graduate,5,3,40232,4,"['Digital Gold', 'Digital Gold', 'US ETFs']",7,3,"['Goal Setting', 'Goal Setting']",0,0,2,"['Financial Planning', 'Risk Tolerance']",5
317521,49,Female,"Surat, India",High,Undergraduate,4,10,39142,9,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",23,4,"['Investment Tracking', 'Investment Tracking']",0,1,1,"['Risk Tolerance', 'Financial Planning']",4
558075,51,Female,"Kanpur, India",Medium,Undergraduate,3,3,12309,6,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",5,21,"['Investment Tracking', 'Goal Setting']",0,0,7,"['Financial Planning', 'Investment Options']",3
723583,39,Female,"Nagpur, India",High,Undergraduate,3,8,1776,4,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",6,12,"['Goal Setting', 'Expert Advice']",1,1,1,"['Investment Options', 'Risk Tolerance']",3
454924,56,Male,"Hyderabad, India",High,Undergraduate,5,4,45235,5,"['US ETFs', 'US ETFs', 'Digital Gold']",24,53,"['Investment Tracking', 'Investment Tracking']",0,0,8,"['Investment Options', 'Financial Planning']",4
926007,23,Male,"Vadodara, India",Medium,High School,1,12,9712,4,"['US ETFs', 'Mutual Funds', 'Digital Gold']",26,57,"['Investment Tracking', 'Goal Setting']",0,0,9,"['Risk Tolerance', 'Risk Tolerance']",5
570118,33,Female,"Thane, India",High,Undergraduate,2,15,39457,10,"['Digital Gold', 'Digital Gold', 'Mutual Funds']",3,33,"['Expert Advice', 'Goal Setting']",1,1,4,"['Financial Planning', 'Financial Planning']",5
981491,20,Male,"Bangalore, India",Low,Undergraduate,2,11,44253,7,"['Digital Gold', 'US ETFs', 'Digital Gold']",27,43,"['Goal Setting', 'Expert Advice']",0,1,6,"['Financial Planning', 'Risk Tolerance']",3
883293,25,Female,"Patna, India",High,Graduate,3,18,15233,10,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",19,47,"['Expert Advice', 'Goal Setting']",1,1,8,"['Risk Tolerance', 'Financial Planning']",3
674134,23,Female,"Surat, India",Low,High School,3,13,34854,1,"['Digital Gold', 'Mutual Funds', 'US ETFs']",9,34,"['Investment Tracking', 'Goal Setting']",0,0,8,"['Investment Options', 'Investment Options']",5
35780,48,Male,"Thane, India",High,Graduate,1,11,10220,5,"['Mutual Funds', 'US ETFs', 'Digital Gold']",17,3,"['Expert Advice', 'Expert Advice']",0,1,2,"['Investment Options', 'Investment Options']",5
425741,41,Male,"Nagpur, India",High,Undergraduate,0,0,36064,4,"['US ETFs', 'Digital Gold', 'Digital Gold']",25,54,"['Goal Setting', 'Goal Setting']",0,1,3,"['Investment Options', 'Financial Planning']",5
833238,38,Female,"Vadodara, India",Medium,Undergraduate,5,15,27887,8,"['US ETFs', 'US ETFs', 'Mutual Funds']",3,5,"['Investment Tracking', 'Expert Advice']",0,1,1,"['Risk Tolerance', 'Risk Tolerance']",4
245675,44,Female,"Bangalore, India",Medium,High School,0,0,49949,7,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",6,30,"['Goal Setting', 'Expert Advice']",0,0,8,"['Investment Options', 'Financial Planning']",3
978472,30,Female,"Chennai, India",High,Graduate,0,0,42875,9,"['Mutual Funds', 'US ETFs', 'Mutual Funds']",18,36,"['Expert Advice', 'Investment Tracking']",1,0,2,"['Financial Planning', 'Risk Tolerance']",5
411527,31,Male,"Indore, India",High,Undergraduate,2,16,35927,7,"['US ETFs', 'Digital Gold', 'US ETFs']",14,41,"['Expert Advice', 'Goal Setting']",1,1,0,"['Financial Planning', 'Risk Tolerance']",3
611903,47,Male,"Ghaziabad, India",Medium,Undergraduate,4,2,15580,6,"['US ETFs', 'US ETFs', 'US ETFs']",5,30,"['Goal Setting', 'Goal Setting']",0,0,3,"['Risk Tolerance', 'Financial Planning']",5
982450,20,Female,"Indore, India",Medium,Undergraduate,2,12,4232,2,"['US ETFs', 'Digital Gold', 'Digital Gold']",1,56,"['Expert Advice', 'Goal Setting']",0,0,4,"['Financial Planning', 'Financial Planning']",3
250224,20,Female,"Bhopal, India",High,Undergraduate,4,10,35802,1,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",26,12,"['Goal Setting', 'Goal Setting']",1,1,9,"['Financial Planning', 'Risk Tolerance']",4
405705,30,Female,"Mumbai, India",High,Undergraduate,3,3,48391,2,"['Mutual Funds', 'US ETFs', 'US ETFs']",30,11,"['Goal Setting', 'Expert Advice']",1,1,10,"['Investment Options', 'Financial Planning']",4
760278,20,Male,"Vadodara, India",High,Undergraduate,1,1,12806,9,"['Mutual Funds', 'Mutual Funds', 'Digital Gold']",13,38,"['Investment Tracking', 'Goal Setting']",1,1,4,"['Risk Tolerance', 'Financial Planning']",4
209500,41,Female,"Mumbai, India",High,Undergraduate,4,4,47793,9,"['Digital Gold', 'Digital Gold', 'US ETFs']",3,50,"['Expert Advice', 'Goal Setting']",0,1,0,"['Investment Options', 'Financial Planning']",3
607951,44,Male,"Visakhapatnam, India",High,High School,2,0,46699,5,"['US ETFs', 'US ETFs', 'Mutual Funds']",12,6,"['Expert Advice', 'Investment Tracking']",0,0,6,"['Investment Options', 'Financial Planning']",4
82415,43,Female,"Nagpur, India",High,Undergraduate,0,0,48356,6,"['US ETFs', 'Digital Gold', 'Digital Gold']",27,26,"['Expert Advice', 'Investment Tracking']",0,1,0,"['Risk Tolerance', 'Investment Options']",4
232615,23,Male,"Ghaziabad, India",High,Graduate,0,0,40471,3,"['Digital Gold', 'US ETFs', 'Mutual Funds']",22,35,"['Goal Setting', 'Investment Tracking']",1,0,0,"['Investment Options', 'Investment Options']",4
615852,27,Male,"Kolkata, India",Medium,Undergraduate,1,10,20297,3,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",28,49,"['Expert Advice', 'Expert Advice']",0,0,2,"['Investment Options', 'Risk Tolerance']",4
549105,44,Female,"Indore, India",Medium,High School,5,0,37876,2,"['Digital Gold', 'Mutual Funds', 'US ETFs']",23,58,"['Investment Tracking', 'Investment Tracking']",0,0,8,"['Financial Planning', 'Risk Tolerance']",3
878228,27,Male,"Ghaziabad, India",High,Graduate,5,1,29777,1,"['US ETFs', 'US ETFs', 'Digital Gold']",30,30,"['Goal Setting', 'Investment Tracking']",1,1,3,"['Investment Options', 'Risk Tolerance']",5
738690,39,Female,"Surat, India",High,High School,5,1,35736,8,"['Mutual Funds', 'Mutual Funds', 'US ETFs']",5,36,"['Investment Tracking', 'Investment Tracking']",0,1,0,"['Risk Tolerance', 'Financial Planning']",3
812733,44,Female,"Ahmedabad, India",Low,Graduate,1,18,25210,9,"['US ETFs', 'Digital Gold', 'Mutual Funds']",14,51,"['Goal Setting', 'Goal Setting']",0,0,9,"['Financial Planning', 'Risk Tolerance']",3
65935,43,Female,"Delhi, India",Medium,Undergraduate,1,1,30888,7,"['Digital Gold', 'Mutual Funds', 'Mutual Funds']",15,10,"['Goal Setting', 'Investment Tracking']",0,0,2,"['Investment Options', 'Financial Planning']",3
172107,39,Male,"Chennai, India",Low,Graduate,3,6,15119,9,"['US ETFs', 'US ETFs', 'Mutual Funds']",14,45,"['Goal Setting', 'Investment Tracking']",0,0,0,"['Risk Tolerance', 'Risk Tolerance']",3
316752,59,Male,"Mumbai, India",High,Undergraduate,2,11,3706,8,"['US ETFs', 'Digital Gold', 'Digital Gold']",26,1,"['Investment Tracking', 'Goal Setting']",0,1,5,"['Financial Planning', 'Investment Options']",3
307931,44,Female,"Surat, India",Low,High School,0,0,12039,3,"['US ETFs', 'Digital Gold', 'US ETFs']",17,12,"['Investment Tracking', 'Goal Setting']",0,0,3,"['Risk Tolerance', 'Risk Tolerance']",5
942804,32,Female,"Patna, India",Medium,Graduate,0,0,33900,6,"['US ETFs', 'Mutual Funds', 'Mutual Funds']",2,57,"['Goal Setting', 'Goal Setting']",0,1,0,"['Investment Options', 'Financial Planning']",5
614836,52,Male,"Bangalore, India",Low,High School,3,11,15178,10,"['US ETFs', 'Digital Gold', 'Mutual Funds']",24,11,"['Goal Setting', 'Expert Advice']",0,0,4,"['Risk Tolerance', 'Risk Tolerance']",3
679022,38,Male,"Jaipur, India",Low,Undergraduate,3,17,37754,5,"['Digital Gold', 'Mutual Funds', 'Digital Gold']",30,59,"['Investment Tracking', 'Investment Tracking']",0,0,5,"['Investment Options', 'Financial Planning']",3
409156,55,Male,"Ahmedabad, India",High,High School,5,15,22355,4,"['US ETFs', 'Digital Gold', 'US ETFs']",14,11,"['Investment Tracking', 'Expert Advice']",0,0,10,"['Risk Tolerance', 'Risk Tolerance']",4
659849,50,Male,"Delhi, India",High,Undergraduate,3,17,31251,1,"['Digital Gold', 'US ETFs', 'US ETFs']",24,19,"['Investment Tracking', 'Expert Advice']",0,1,1,"['Investment Options', 'Investment Options']",4
24193,39,Female,"Indore, India",High,High School,2,11,35862,6,"['Mutual Funds', 'Mutual Funds', 'Mutual Funds']",28,28,"['Expert Advice', 'Investment Tracking']",0,0,5,"['Investment Options', 'Investment Options']",3
